Open,High,Low,Close,Adj Close,Volume
7.622499942779541,7.660714149475098,7.585000038146973,7.643214225769043,6.478997707366943,493729600
7.664286136627197,7.699643135070801,7.6160712242126465,7.656428813934326,6.490200042724609,601904800
7.656428813934326,7.68678617477417,7.526785850524902,7.534643173217773,6.386965274810791,552160000
7.5625,7.5714287757873535,7.466071128845215,7.520713806152344,6.375157833099365,477131200
7.510714054107666,7.5714287757873535,7.466429233551025,7.570713996887207,6.417540550231934,447610800
7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,6.360930442810059,462229600
7.471070766448975,7.491786003112793,7.372142791748047,7.4185709953308105,6.288572788238525,594459600
7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,6.377276420593262,605892000
7.503929138183594,7.5164289474487305,7.465000152587891,7.479642868041992,6.340341567993164,432894000
7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,6.234381675720215,594067600
7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,6.510180473327637,730007600
7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,6.409972667694092,612152800
7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,6.299168586730957,608154400
7.385000228881836,7.410714149475098,7.041429042816162,7.0625,5.9867377281188965,881767600
7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,6.14779806137085,1065699600
7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,6.23468542098999,1867110000
7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,6.293416500091553,1722568400
7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,6.033360481262207,1173502400
7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,5.814478874206543,1245952400
6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,5.895308971405029,749876400
6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,5.929521560668945,698342400
6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,6.031543731689453,615328000
7.026071071624756,7.0846428871154785,6.841785907745361,6.85892915725708,5.814175605773926,757652000
6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.917409420013428,850306800
6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,5.876842021942139,478270800
7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,5.939509391784668,632886800
6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.907116413116455,370361600
6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,6.014589786529541,550345600
7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,6.066359043121338,655468800
7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.1577887535095215,543737600
7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.132055759429932,436396800
7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.143558979034424,422825200
7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.105414390563965,415469600
7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.067570686340332,390563600
